Vertice, In, Out
(41864,1,1)
(41865,8,6)
(41866,2,3)
(41867,1,8)
(41868,1,5)
(41869,7,3)
(41870,23,70)
(41871,1,2)
(41872,3,5)
(41873,3,3)
(41874,2,2)
(41875,1,5)
(41876,10,19)
(41877,4,6)
(41878,2,2)
(41879,0,16)
(41880,2,4)
(41881,5,3)
(41882,6,10)
(41883,3,6)
(41884,2,8)
(41885,7,2)
(41886,3,3)
(41887,1,1)
(41888,2,2)
(41889,0,2)
(41890,1,2)
(41891,2,3)
(41892,5,8)
(41893,2,4)
(41894,2,1)
(41895,2,5)
(41896,1,9)
(41897,3,5)
(41898,2,2)
(41899,2,1)
(41900,1,10)
(41901,1,1)
(41902,1,5)
(41903,1,1)
(41904,1,4)
(41905,1,1)
(41906,3,3)
(41907,1,3)
(41908,5,5)
(41909,1,2)
(41910,2,5)
(41911,5,5)
(41912,27,30)
(41913,3,4)
(41914,2,5)
(41915,4,4)
(41916,2,3)
(41917,1,1)
(41918,3,6)
(41919,3,4)
(41920,7,3)
(41921,3,4)
(41922,2,5)
(41923,4,7)
(41924,11,20)
(41925,3,3)
(41926,2,4)
(41927,2,2)
(41928,0,16)
(41929,2,6)
(41930,1,10)
(41931,2,4)
(41932,2,6)
(41933,13,26)
(41934,2,2)
(41935,2,3)
(41936,3,3)
(41937,1,2)
(41938,3,10)
(41939,3,3)
(41940,1,18)
(41941,2,3)
(41942,2,5)
(41943,6,4)
(41944,1,1)
(41945,5,5)
(41946,1,2)
(41947,2,36)
(41948,1,1)
(41949,5,10)
(41950,0,1)
(41951,0,8)
(41952,25,35)
(41953,3,6)
(41954,2,3)
(41955,5,1)
(41956,1,3)
(41957,2,10)
(41958,1,36)
(41959,1,18)
(41960,22,34)
(41961,3,7)
(41962,3,17)
(41963,2,36)
(41964,1,10)
(41965,1,2)
(41966,0,2)
(41967,2,6)
(41968,1,10)
(41969,1,1)
(41970,3,10)
(41971,2,3)
(41972,2,5)
(41973,2,14)
(41974,7,20)
(41975,2,2)
(41976,5,4)
(41977,12,20)
(41978,1,10)
(41979,3,2)
(41980,6,6)
(41981,2,3)
(41982,3,4)
(41983,2,26)
(41984,8,6)
(41985,4,5)
(41986,1,3)
(41987,0,7)
(41988,3,5)
(41989,2,2)
(41990,2,10)
(41991,6,2)
(41992,2,5)
(41993,1,42)
(41994,3,5)
(41995,1,9)
(41996,24,35)
(41997,5,7)
(41998,5,21)
(41999,4,7)
(42000,6,4)
(42001,4,6)
(42002,1,8)
(42003,7,3)
(42004,2,5)
(42005,1,5)
(42006,1,23)
(42007,4,5)
(42008,2,2)
(42009,19,28)
(42010,2,3)
(42011,2,2)
(42012,17,9)
(42013,2,5)
(42014,0,1)
(42015,1,3)
(42016,16,5)
(42017,2,3)
(42018,22,22)
(42019,15,10)
(42020,3,2)
(42021,6,6)
(42022,1,9)
(42023,2,5)
(42024,2,2)
(42025,3,5)
(42026,4,6)
(42027,2,4)
(42028,6,9)
(42029,1,8)
(42030,0,15)
(42031,21,2)
(42032,2,2)
(42033,3,2)
(42034,0,16)
(42035,2,10)
(42036,3,3)
(42037,26,35)
(42038,1,5)
(42039,0,2)
(42040,1,1)
(42041,1,10)
(42042,4,3)
(42043,0,2)
(42044,4,4)
(42045,1,8)
(42046,5,2)
(42047,24,33)
(42048,17,20)
(42049,3,6)
(42050,4,3)
(42051,3,5)
(42052,5,7)
(42053,0,6)
(42054,5,12)
(42055,19,20)
(42056,7,16)
(42057,1,19)
(42058,1,4)
(42059,0,2)
(42060,5,6)
(42061,1,10)
(42062,3,20)
(42063,2,18)
(42064,1,2)
(42065,3,2)
(42066,1,4)
(42067,1,36)
(42068,7,6)
(42069,0,22)
(42070,2,5)
(42071,1,5)
(42072,15,10)
(42073,1,5)
(42074,3,4)
(42075,0,6)
(42076,10,29)
(42077,1,5)
(42078,4,7)
(42079,1,5)
(42080,18,10)
(42081,1,2)
(42082,1,5)
(42083,2,2)
(42084,1,5)
(42085,2,5)
(42086,1,1)
(42087,2,5)
(42088,2,3)
(42089,11,20)
(42090,3,4)
(42091,24,34)
(42092,1,11)
(42093,0,6)
(42094,0,2)
(42095,1,4)
(42096,1,5)
(42097,4,17)
(42098,1,10)
(42099,1,2)
(42100,2,3)
(42101,2,2)
(42102,2,2)
(42103,2,11)
(42104,2,5)
(42105,1,2)
(42106,1,5)
(42107,2,4)
(42108,20,4)
(42109,2,5)
(42110,1,3)
(42111,1,10)
(42112,2,3)
(42113,3,2)
(42114,1,4)
(42115,1,6)
(42116,1,1)
(42117,3,5)
(42118,7,18)
(42119,1,10)
(42120,1,1)
(42121,1,5)
(42122,2,2)
(42123,2,5)
(42124,7,2)
(42125,1,3)
(42126,6,5)
(42127,5,5)
(42128,1,1)
(42129,1,1)
(42130,3,3)
(42131,4,4)
(42132,2,5)
(42133,1,2)
(42134,2,4)
(42135,3,4)
(42136,1,4)
(42137,39,25)
(42138,7,6)
(42139,2,3)
(42140,5,5)
(42141,2,6)
(42142,5,4)
(42143,2,3)
(42144,3,3)
(42145,1,5)
(42146,5,8)
(42147,0,16)
(42148,1,19)
(42149,2,14)
(42150,3,1)
(42151,0,1)
(42152,2,1)
(42153,3,3)
(42154,3,2)
(42155,3,7)
(42156,4,6)
(42157,4,42)
(42158,8,13)
(42159,3,5)
(42160,13,15)
(42161,3,1)
(42162,3,3)
(42163,0,1)
(42164,2,1)
(42165,1,5)
(42166,203,49)
(42167,3,2)
(42168,1,1)
(42169,3,5)
(42170,2,9)
(42171,1,10)
(42172,1,5)
(42173,2,3)
(42174,1,2)
(42175,5,3)
(42176,2,3)
(42177,54,11)
(42178,2,5)
(42179,2,3)
(42180,1,2)
(42181,4,7)
(42182,1,1)
(42183,2,5)
(42184,4,6)
(42185,3,6)
(42186,1,18)
(42187,2,5)
(42188,27,2)
(42189,7,10)
(42190,1,3)
(42191,2,10)
(42192,1,5)
(42193,2,10)
(42194,1,5)
(42195,23,20)
(42196,5,2)
(42197,2,2)
(42198,2,3)
(42199,4,3)
(42200,2,4)
(42201,5,5)
(42202,2,6)
(42203,3,1)
(42204,7,5)
(42205,5,6)
(42206,30,8)
(42207,3,5)
(42208,15,10)
(42209,7,1)
(42210,7,3)
(42211,2,5)
(42212,1,2)
(42213,3,3)
(42214,3,2)
(42215,12,30)
(42216,4,5)
(42217,3,2)
(42218,3,5)
(42219,3,4)
(42220,3,3)
(42221,2,6)
(42222,1,5)
(42223,9,9)
(42224,4,3)
(42225,2,2)
(42226,44,13)
(42227,2,2)
(42228,6,2)
(42229,313,33)
(42230,3,6)
(42231,1,6)
(42232,3,5)
(42233,1,3)
(42234,1,5)
(42235,3,4)
(42236,6,39)
(42237,3,2)
(42238,4,11)
(42239,2,5)
(42240,1,10)
(42241,31,8)
(42242,1,5)
(42243,9,26)
(42244,1,10)
(42245,1,6)
(42246,15,10)
(42247,3,3)
(42248,2,10)
(42249,2,2)
(42250,1,1)
(42251,0,1)
(42252,6,2)
(42253,0,3)
(42254,18,34)
(42255,2,5)
(42256,1,3)
(42257,1,5)
(42258,6,14)
(42259,1,2)
(42260,4,1)
(42261,15,10)
(42262,7,3)
(42263,6,3)
(42264,2,2)
(42265,0,6)
(42266,12,30)
(42267,5,8)
(42268,1,2)
(42269,1,1)
(42270,11,13)
(42271,25,24)
(42272,2,2)
(42273,9,36)
(42274,2,2)
(42275,3,1)
(42276,3,2)
(42277,12,33)
(42278,2,8)
(42279,4,5)
(42280,1,5)
(42281,1,5)
(42282,2,10)
(42283,42,42)
(42284,1,10)
(42285,125,13)
(42286,1,5)
(42287,1,32)
(42288,2,4)
(42289,23,20)
(42290,6,8)
(42291,3,2)
(42292,3,5)
(42293,1,3)
(42294,1,2)
(42295,2,4)
(42296,10,77)
(42297,2,5)
(42298,4,3)
(42299,1,2)
(42300,1,1)
(42301,2,10)
(42302,2,4)
(42303,2,5)
(42304,1,2)
(42305,2,2)
(42306,1,8)
(42307,1,8)
(42308,2,6)
(42309,4,2)
(42310,3,2)
(42311,3,7)
(42312,2,3)
(42313,2,5)
(42314,2,5)
(42315,4,4)
(42316,3,5)
(42317,1,19)
(42318,11,9)
(42319,2,10)
(42320,3,3)
(42321,1,8)
(42322,2,6)
(42323,2,10)
(42324,5,4)
(42325,2,1)
(42326,13,30)
(42327,2,1)
(42328,12,10)
(42329,3,7)
(42330,3,4)
(42331,3,8)
(42332,3,5)
(42333,1,1)
(42334,5,2)
(42335,1,5)
(42336,1,2)
(42337,3,5)
(42338,3,4)
(42339,5,6)
(42340,3,2)
(42341,2,2)
(42342,2,3)
(42343,0,2)
(42344,1,10)
(42345,3,5)
(42346,2,4)
(42347,1,10)
(42348,2,6)
(42349,1,4)
(42350,2,4)
(42351,5,6)
(42352,2,3)
(42353,4,7)
(42354,0,16)
(42355,2,6)
(42356,3,5)
(42357,2,2)
(42358,1,1)
(42359,1,3)
(42360,5,8)
(42361,0,4)
(42362,3,5)
(42363,11,34)
(42364,9,2)
(42365,2,5)
(42366,2,36)
(42367,2,5)
(42368,5,6)
(42369,2,31)
(42370,1,5)
(42371,2,1)
(42372,2,2)
(42373,1,19)
(42374,2,5)
(42375,4,31)
(42376,2,9)
(42377,2,4)
(42378,2,6)
(42379,5,32)
(42380,0,1)
(42381,1,2)
(42382,1,3)
(42383,4,4)
(42384,0,7)
(42385,1,2)
(42386,4,4)
(42387,23,20)
(42388,7,55)
(42389,15,10)
(42390,2,3)
(42391,5,14)
(42392,1,7)
(42393,0,36)
(42394,1,3)
(42395,3,6)
(42396,6,2)
(42397,2,7)
(42398,1,18)
(42399,2,1)
(42400,2,10)
(42401,5,2)
(42402,7,3)
(42403,11,11)
(42404,3,5)
(42405,15,10)
(42406,2,6)
(42407,1,11)
(42408,3,4)
(42409,2,2)
(42410,12,20)
(42411,2,5)
(42412,15,5)
(42413,5,3)
(42414,3,5)
(42415,0,2)
(42416,6,5)
(42417,1,5)
(42418,23,20)
(42419,2,2)
(42420,1,28)
(42421,4,9)
(42422,1,8)
(42423,2,2)
(42424,1,1)
(42425,2,3)
(42426,3,4)
(42427,3,5)
(42428,4,6)
(42429,4,7)
(42430,25,35)
(42431,3,2)
(42432,9,9)
(42433,5,6)
(42434,0,2)
(42435,2,6)
(42436,3,6)
(42437,2,16)
(42438,179,11)
(42439,1,14)
(42440,0,11)
(42441,1,5)
(42442,1,11)
(42443,5,6)
(42444,1,5)
(42445,4,6)
(42446,2,2)
(42447,1,2)
(42448,5,5)
(42449,5,16)
(42450,1,1)
(42451,6,24)
(42452,5,7)
(42453,1,18)
(42454,3,5)
(42455,0,2)
(42456,2,3)
(42457,0,5)
(42458,7,3)
(42459,2,2)
(42460,3,6)
(42461,4,4)
(42462,43,30)
(42463,12,28)
(42464,0,11)
(42465,2,4)
(42466,3,3)
(42467,1,10)
(42468,0,11)
(42469,5,25)
(42470,2,4)
(42471,5,7)
(42472,2,2)
(42473,15,36)
(42474,2,2)
(42475,4,3)
(42476,2,4)
(42477,5,5)
(42478,1,10)
(42479,2,4)
(42480,1,5)
(42481,2,4)
(42482,1,8)
(42483,5,7)
(42484,2,2)
(42485,2,5)
(42486,1,18)
(42487,2,5)
(42488,2,10)
(42489,4,5)
(42490,1,1)
(42491,3,3)
(42492,11,4)
(42493,9,10)
(42494,4,4)
(42495,1,3)
(42496,3,5)
(42497,5,9)
(42498,2,6)
(42499,1,2)
(42500,7,9)
(42501,1,5)
(42502,2,2)
(42503,3,4)
(42504,2,5)
(42505,2,36)
(42506,6,4)
(42507,73,7)
(42508,2,5)
(42509,1,4)
(42510,0,2)
(42511,3,6)
(42512,2,2)
(42513,5,5)
(42514,6,13)
(42515,4,6)
(42516,2,10)
(42517,4,6)
(42518,2,5)
(42519,1,1)
(42520,1,2)
(42521,3,3)
(42522,2,1)
(42523,3,3)
(42524,2,5)
(42525,1,19)
(42526,2,7)
(42527,6,12)
(42528,3,7)
(42529,7,3)
(42530,2,2)
(42531,8,9)
(42532,7,10)
(42533,2,2)
(42534,57,4)
(42535,4,6)
(42536,0,2)
(42537,3,3)
(42538,2,2)
(42539,3,2)
(42540,2,3)
(42541,10,16)
(42542,2,4)
(42543,2,5)
(42544,4,4)
(42545,2,10)
(42546,3,8)
(42547,0,1)
(42548,14,35)
(42549,1,14)
(42550,7,3)
(42551,2,6)
(42552,2,4)
(42553,2,2)
(42554,2,2)
(42555,1,1)
(42556,3,3)
(42557,1,1)
(42558,1,6)
(42559,6,2)
(42560,15,7)
(42561,2,10)
(42562,3,4)
(42563,5,1)
(42564,3,29)
(42565,2,5)
(42566,0,1)
(42567,6,3)
(42568,5,2)
(42569,2,5)
(42570,4,12)
(42571,1,12)
(42572,0,1)
(42573,7,12)
(42574,12,31)
(42575,1,1)
(42576,2,2)
(42577,1,4)
(42578,2,17)
(42579,22,32)
(42580,2,3)
(42581,1,4)
(42582,1,5)
(42583,4,50)
(42584,5,2)
(42585,4,4)
(42586,2,2)
(42587,1,5)
(42588,4,6)
(42589,9,23)
(42590,2,6)
(42591,3,4)
(42592,2,4)
(42593,1,6)
(42594,2,2)
(42595,6,2)
(42596,4,8)
(42597,3,2)
(42598,2,5)
(42599,2,7)
(42600,1,3)
(42601,3,4)
(42602,94,18)
(42603,3,4)
(42604,2,5)
(42605,4,6)
(42606,0,2)
(42607,2,2)
(42608,4,15)
(42609,1,1)
(42610,4,4)
(42611,4,3)
(42612,4,6)
(42613,0,8)
(42614,7,34)
(42615,0,2)
(42616,3,4)
(42617,4,4)
(42618,1,10)
(42619,2,5)
(42620,25,38)
(42621,3,15)
(42622,1,5)
(42623,3,2)
(42624,2,2)
(42625,4,8)
(42626,2,9)
(42627,15,10)
(42628,1,5)
(42629,1,4)
(42630,42,2)
(42631,2,5)
(42632,4,5)
(42633,1,4)
(42634,2,36)
(42635,2,7)
(42636,3,2)
(42637,1,3)
(42638,13,31)
(42639,1,1)
(42640,2,6)
(42641,3,4)
(42642,9,9)
(42643,2,3)
(42644,1,5)
(42645,15,10)
(42646,2,6)
(42647,7,2)
(42648,1,1)
(42649,2,5)
(42650,1,7)
(42651,2,3)
(42652,49,4)
(42653,1,5)
(42654,2,16)
(42655,2,2)
(42656,3,4)
(42657,6,8)
(42658,1,1)
(42659,2,16)
(42660,4,4)
(42661,4,3)
(42662,1,8)
(42663,24,13)
(42664,2,4)
(42665,2,4)
(42666,3,14)
(42667,4,5)
(42668,4,2)
(42669,39,4)
(42670,1,1)
(42671,1,2)
(42672,6,6)
(42673,2,10)
(42674,0,1)
(42675,3,6)
(42676,3,4)
(42677,1,1)
(42678,3,4)
(42679,19,22)
(42680,1,1)
(42681,2,8)
(42682,3,5)
(42683,3,4)
(42684,1,5)
(42685,5,2)
(42686,18,34)
(42687,3,4)
(42688,4,6)
(42689,1,2)
(42690,0,8)
(42691,1,1)
(42692,0,16)
(42693,26,27)
(42694,2,9)
(42695,7,4)
(42696,3,3)
(42697,4,4)
(42698,18,2)
(42699,7,4)
(42700,4,12)
(42701,2,3)
(42702,2,7)
(42703,2,10)
(42704,1,10)
(42705,2,5)
(42706,2,3)
(42707,2,4)
(42708,2,3)
(42709,2,5)
(42710,3,19)
(42711,5,2)
(42712,3,5)
(42713,2,4)
(42714,2,2)
(42715,11,13)
(42716,2,5)
(42717,11,1)
(42718,3,5)
(42719,9,7)
(42720,4,5)
(42721,3,4)
(42722,2,5)
(42723,3,6)
(42724,0,6)
(42725,23,20)
(42726,0,1)
(42727,1,1)
(42728,2,5)
(42729,1,5)
(42730,26,35)
(42731,2,5)
(42732,0,1)
(42733,1,21)
(42734,1,10)
(42735,2,3)
(42736,1,10)
(42737,3,3)
(42738,2,6)
(42739,3,7)
(42740,3,4)
(42741,3,5)
(42742,0,35)
(42743,2,5)
(42744,2,36)
(42745,1,4)
(42746,1,8)
(42747,1,1)
(42748,29,12)
(42749,3,3)
(42750,2,2)
(42751,2,6)
(42752,1,2)
(42753,7,7)
(42754,1,1)
(42755,2,2)
(42756,2,5)
(42757,2,3)
(42758,1,35)
(42759,1,1)
(42760,3,4)
(42761,155,38)
(42762,2,6)
(42763,1,5)
(42764,1,4)
(42765,3,3)
(42766,3,7)
(42767,4,4)
(42768,2,2)
(42769,6,4)
(42770,3,3)
(42771,1,5)
(42772,2,3)
(42773,6,23)
(42774,2,5)
(42775,1,10)
(42776,1,10)
(42777,2,6)
(42778,4,7)
(42779,1,7)
(42780,6,2)
(42781,3,4)
(42782,0,2)
(42783,2,6)
(42784,2,14)
(42785,1,18)
(42786,2,3)
(42787,4,3)
(42788,2,5)
(42789,2,3)
(42790,0,2)
(42791,15,10)
(42792,2,3)
(42793,4,4)
(42794,2,5)
(42795,1,1)
(42796,4,4)
(42797,2,10)
(42798,0,2)
(42799,2,1)
(42800,3,5)
(42801,27,4)
(42802,7,8)
(42803,1,1)
(42804,27,26)
(42805,1,2)
(42806,2,2)
(42807,6,2)
(42808,0,2)
(42809,1,5)
(42810,1,5)
(42811,4,9)
(42812,2,2)
(42813,1,5)
(42814,5,16)
(42815,6,2)
(42816,3,3)
(42817,2,1)
(42818,5,11)
(42819,2,2)
(42820,4,6)
(42821,1,10)
(42822,1,35)
(42823,3,3)
(42824,0,1)
(42825,13,16)
(42826,2,1)
(42827,4,4)
(42828,2,2)
(42829,0,2)
(42830,2,6)
(42831,1,1)
(42832,2,5)
(42833,2,10)
(42834,7,48)
(42835,3,4)
(42836,2,5)
(42837,3,3)
(42838,1,3)
(42839,3,6)
(42840,3,2)
(42841,22,19)
(42842,3,1)
(42843,1,1)
(42844,1,17)
(42845,2,5)
(42846,3,4)
(42847,0,60)
(42848,1,10)
(42849,1,1)
(42850,2,5)
(42851,1,8)
(42852,2,2)
(42853,18,18)
(42854,1,5)
(42855,0,36)
(42856,2,6)
(42857,6,2)
(42858,4,3)
(42859,0,2)
(42860,1,1)
(42861,1,1)
(42862,1,1)
(42863,2,4)
(42864,2,3)
(42865,38,3)
(42866,2,3)
(42867,7,10)
(42868,1,1)
(42869,2,5)
(42870,2,3)
(42871,6,9)
(42872,2,6)
(42873,1,10)
(42874,15,10)
(42875,1,1)
(42876,1,10)
(42877,1,2)
(42878,8,10)
(42879,2,7)
(42880,2,4)
(42881,2,2)
(42882,1,10)
(42883,23,25)
(42884,0,2)
(42885,4,2)
(42886,2,2)
(42887,143,12)
(42888,5,6)
(42889,2,2)
(42890,0,11)
(42891,0,8)
(42892,2,4)
(42893,3,4)
(42894,385,10)
(42895,3,6)
(42896,3,3)
(42897,13,20)
(42898,1,10)
(42899,23,20)
(42900,2,8)
(42901,2,5)
(42902,0,1)
(42903,5,8)
(42904,13,10)
(42905,6,4)
(42906,1,18)
(42907,0,1)
(42908,14,15)
(42909,2,31)
(42910,3,5)
(42911,5,6)
(42912,2,1)
(42913,2,2)
(42914,2,10)
(42915,5,2)
(42916,12,7)
(42917,0,2)
(42918,3,5)
(42919,2,4)
(42920,22,2)
(42921,18,10)
(42922,3,6)
(42923,3,5)
(42924,1,8)
(42925,8,9)
(42926,1,5)
(42927,3,6)
(42928,2,2)
(42929,1,1)
(42930,1,4)
(42931,1,5)
(42932,2,2)
(42933,1,8)
(42934,1,36)
(42935,1,4)
(42936,2,2)
(42937,2,4)
(42938,2,10)
(42939,2,2)
(42940,25,2)
(42941,2,5)
(42942,4,5)
(42943,1,1)
(42944,2,2)
(42945,2,36)
(42946,3,2)
(42947,3,5)
(42948,1,6)
(42949,2,5)
(42950,2,2)
(42951,1,14)
(42952,0,6)
(42953,1,2)
(42954,3,6)
(42955,6,10)
(42956,2,4)
(42957,2,2)
(42958,1,5)
(42959,2,2)
(42960,12,34)
(42961,3,3)
(42962,0,1)
(42963,1,10)
(42964,4,3)
(42965,0,1)
(42966,3,7)
(42967,2,3)
(42968,1,1)
(42969,1,1)
(42970,1,1)
(42971,2,5)
(42972,9,30)
(42973,1,8)
(42974,6,12)
(42975,4,1)
(42976,4,1)
(42977,2,5)
(42978,3,3)
(42979,2,8)
(42980,3,2)
(42981,1,4)
(42982,3,2)
(42983,1,1)
(42984,11,10)
(42985,4,6)
(42986,5,5)
(42987,3,6)
(42988,4,6)
(42989,1,5)
(42990,0,5)
(42991,6,2)
(42992,0,1)
(42993,0,11)
(42994,1,6)
(42995,1,1)
(42996,0,1)
(42997,2,6)
(42998,4,5)
(42999,5,22)
(43000,1,18)
(43001,1,18)
(43002,3,5)
(43003,3,8)
(43004,0,5)
(43005,2,2)
(43006,3,4)
(43007,2,2)
(43008,2,15)
(43009,15,10)
(43010,9,11)
(43011,5,9)
(43012,2,4)
(43013,2,3)
(43014,1,1)
(43015,3,2)
(43016,1,12)
(43017,2,2)
(43018,1,10)
(43019,8,3)
(43020,6,4)
(43021,3,10)
(43022,4,1)
(43023,3,4)
(43024,17,20)
(43025,1,8)
(43026,15,10)
(43027,2,2)
(43028,15,15)
(43029,5,3)
(43030,9,31)
(43031,2,9)
(43032,4,3)
(43033,2,3)
(43034,2,3)
(43035,8,6)
(43036,3,3)
(43037,2,5)
(43038,3,4)
(43039,1,2)
(43040,10,26)
(43041,1,1)
(43042,4,4)
(43043,1,1)
(43044,4,8)
(43045,25,2)
(43046,7,2)
(43047,2,5)
(43048,1,3)
(43049,6,2)
(43050,1,4)
(43051,4,5)
(43052,2,2)
(43053,12,30)
(43054,1,1)
(43055,1,17)
(43056,2,6)
(43057,3,3)
(43058,3,21)
(43059,8,11)
(43060,1,6)
(43061,1,2)
(43062,2,1)
(43063,1,1)
(43064,5,5)
(43065,1,35)
(43066,1,10)
(43067,3,6)
(43068,4,6)
(43069,3,8)
(43070,3,1)
(43071,2,10)
(43072,0,7)
(43073,3,5)
(43074,0,6)
(43075,18,6)
(43076,1,1)
(43077,2,5)
(43078,13,20)
(43079,2,3)
(43080,1,5)
(43081,2,4)
(43082,1,7)
(43083,4,5)
(43084,5,6)
(43085,2,2)
(43086,3,3)
(43087,0,2)
(43088,2,10)
(43089,2,5)
(43090,3,2)
(43091,10,45)
(43092,2,1)
(43093,4,5)
(43094,21,22)
(43095,2,36)
(43096,3,4)
(43097,3,11)
(43098,1,5)
(43099,1,7)
(43100,10,27)
(43101,2,2)
(43102,8,8)
(43103,2,10)
(43104,1,1)
(43105,3,2)
(43106,1,5)
(43107,3,2)
(43108,6,2)
(43109,0,2)
(43110,3,4)
(43111,1001,21)
(43112,2,2)
(43113,1,1)
(43114,6,13)
(43115,4,4)
(43116,2,9)
(43117,1,60)
(43118,22,23)
(43119,2,3)
(43120,1,1)
(43121,1,2)
(43122,2,2)
(43123,3,3)
(43124,3,2)
(43125,1,5)
(43126,1,5)
(43127,1,18)
(43128,8,37)
(43129,1,3)
(43130,3,4)
(43131,7,23)
(43132,0,16)
(43133,0,2)
(43134,1,3)
(43135,2,2)
(43136,1,10)
(43137,2,2)
(43138,4,4)
(43139,2,1)
(43140,2,3)
(43141,6,13)
(43142,2,10)
(43143,2,2)
(43144,1,3)
(43145,3,2)
(43146,2,6)
(43147,1,5)
(43148,1,5)
(43149,0,6)
(43150,18,7)
(43151,3,3)
(43152,1,5)
(43153,2,10)
(43154,1,10)
(43155,3,7)
(43156,3,7)
(43157,23,20)
(43158,2,4)
(43159,2,5)
(43160,3,10)
(43161,1,1)
(43162,2,10)
(43163,1,1)
(43164,2,5)
(43165,7,7)
(43166,5,2)
(43167,2,2)
(43168,2,6)
(43169,15,7)
(43170,0,2)
(43171,2,2)
(43172,0,3)
(43173,1,1)
(43174,4,5)
(43175,3,6)
(43176,3,2)
(43177,3,6)
(43178,4,2)
(43179,20,17)
(43180,0,7)
(43181,1,4)
(43182,8,13)
(43183,1,1)
(43184,3,8)
(43185,1,5)
(43186,7,19)
(43187,0,1)
(43188,1,8)
(43189,2,10)
(43190,5,3)
(43191,3,1)
(43192,0,3)
(43193,1,19)
(43194,2,5)
(43195,25,5)
(43196,1,2)
(43197,1,7)
(43198,1,20)
(43199,23,20)
(43200,2,5)
(43201,2,7)
(43202,2,2)
(43203,0,1)
(43204,6,4)
(43205,4,11)
(43206,1,19)
(43207,5,21)
(43208,2,3)
(43209,1,1)
(43210,3,4)
(43211,1,1)
(43212,1,35)
(43213,2,5)
(43214,1,2)
(43215,2,8)
(43216,4,5)
(43217,2,5)
(43218,5,2)
(43219,0,1)
(43220,3,2)
(43221,1,10)
(43222,1,2)
(43223,2,14)
(43224,3,5)
(43225,2,3)
(43226,2,10)
(43227,0,16)
(43228,0,16)
(43229,1,2)
(43230,2,5)
(43231,15,17)
(43232,2,1)
(43233,4,4)
(43234,1,5)
(43235,4,4)
(43236,5,3)
(43237,4,10)
(43238,1,2)
(43239,4,3)
(43240,0,73)
(43241,5,1)
(43242,1,10)
(43243,2,5)
(43244,3,3)
(43245,2,1)
(43246,2,5)
(43247,3,3)
(43248,1,1)
(43249,4,7)
(43250,14,28)
(43251,5,8)
(43252,6,7)
(43253,4,7)
(43254,2,3)
(43255,10,4)
(43256,3,4)
(43257,1,19)
(43258,2,3)
(43259,2,2)
(43260,1,6)
(43261,2,2)
(43262,10,15)
(43263,1,10)
(43264,7,2)
(43265,1,36)
(43266,4,6)
(43267,3,7)
(43268,4,4)
(43269,2,5)
(43270,1,18)
(43271,1,10)
(43272,1,6)
(43273,27,27)
(43274,1,5)
(43275,2,2)
(43276,1,3)
(43277,0,2)
(43278,4,13)
(43279,2,1)
(43280,62,14)
(43281,2,2)
(43282,2,3)
(43283,2,6)
(43284,3,5)
(43285,1,1)
(43286,22,31)
(43287,2,4)
(43288,1,16)
(43289,2,5)
(43290,3,5)
(43291,2,5)
(43292,4,4)
(43293,5,2)
(43294,26,34)
(43295,1,60)
(43296,2,4)
(43297,1,5)
(43298,2,12)
(43299,2,8)
(43300,15,10)
(43301,1,8)
(43302,1,10)
(43303,0,5)
(43304,2,5)
(43305,3,4)
(43306,4,3)
(43307,2,3)
(43308,1,10)
(43309,10,11)
(43310,1,10)
(43311,3,5)
(43312,2,6)
(43313,1,5)
(43314,1,34)
(43315,4,3)
(43316,3,3)
(43317,15,35)
(43318,11,28)
(43319,4,3)
(43320,2,1)
(43321,4,2)
(43322,2,6)
(43323,58,59)
(43324,1,5)
(43325,7,2)
(43326,1,8)
(43327,2,5)
(43328,3,2)
(43329,2,8)
(43330,6,13)
(43331,20,17)
(43332,5,22)
(43333,2,23)
(43334,3,5)
(43335,1,19)
(43336,2,2)
(43337,2,6)
(43338,1,5)
(43339,1,5)
(43340,1,2)
(43341,1,2)
(43342,1,54)
(43343,3,5)
(43344,15,10)
(43345,1,19)
(43346,1,5)
(43347,1,8)
(43348,3,5)
(43349,2,5)
(43350,1,133)
(43351,4,3)
(43352,15,20)
(43353,5,19)
(43354,1,19)
(43355,4,6)
(43356,2,6)
(43357,1,1)
(43358,3,6)
(43359,7,3)
(43360,2,3)
(43361,4,11)
(43362,1,3)
(43363,3,2)
(43364,2,2)
(43365,13,17)
(43366,3,16)
(43367,6,2)
(43368,12,12)
(43369,2,2)
(43370,468,8)
(43371,1,6)
(43372,1,1)
(43373,6,10)
(43374,0,16)
(43375,2,2)
(43376,2,2)
(43377,3,7)
(43378,2,4)
(43379,12,20)
(43380,3,2)
(43381,2,4)
(43382,2,6)
(43383,10,12)
(43384,6,8)
(43385,5,2)
(43386,52,7)
(43387,1,19)
(43388,6,15)
(43389,5,13)
(43390,2,9)
(43391,2,2)
(43392,0,6)
(43393,0,1)
(43394,1,10)
(43395,17,20)
(43396,2,6)
(43397,332,25)
(43398,1,15)
(43399,6,2)
(43400,2,2)
(43401,1,8)
(43402,3,6)
(43403,1,1)
(43404,4,3)
(43405,1,9)
(43406,0,2)
(43407,66,35)
(43408,4,3)
(43409,1,1)
(43410,1,10)
(43411,1,1)
(43412,1,8)
(43413,1,5)
(43414,1,1)
(43415,2,2)
(43416,3,4)
(43417,1,12)
